NAME	TITLE	SCORE	
SFRP2	secreted frizzled related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777]	-0.36552277	
SLC4A2	solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028]	-0.36649382	
PLTP	phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]	-0.366953	
FAM181B	family with sequence similarity 181 member B [Source:HGNC Symbol;Acc:HGNC:28512]	-0.36699927	
LAMA5	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	-0.3683294	
CXCL3	C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]	-0.3687996	
MMP2	matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]	-0.3690466	
GABRP	gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089]	-0.36989373	
OOEP	oocyte expressed protein [Source:HGNC Symbol;Acc:HGNC:21382]	-0.37034342	
SPATS1	spermatogenesis associated serine rich 1 [Source:HGNC Symbol;Acc:HGNC:22957]	-0.37080273	
RENBP	renin binding protein [Source:HGNC Symbol;Acc:HGNC:9959]	-0.37171945	
PRSS22	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]	-0.37183884	
MYL7	myosin light chain 7 [Source:HGNC Symbol;Acc:HGNC:21719]	-0.3720811	
FBLN2	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]	-0.37246016	
FLT1	fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]	-0.37326378	
S100G	S100 calcium binding protein G [Source:HGNC Symbol;Acc:HGNC:1436]	-0.37355575	
PNOC	prepronociceptin [Source:HGNC Symbol;Acc:HGNC:9163]	-0.37411764	
RFLNB	refilin B [Source:HGNC Symbol;Acc:HGNC:28705]	-0.37423542	
MGARP	mitochondria localized glutamic acid rich protein [Source:HGNC Symbol;Acc:HGNC:29969]	-0.37489533	
XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]	-0.37666777	
KNG1	kininogen 1 [Source:HGNC Symbol;Acc:HGNC:6383]	-0.37718725	
ADH1B	"alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]"	-0.3775679	
SLC43A3	solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]	-0.37784985	
CD63	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]	-0.37865034	
ALX3	ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449]	-0.37924886	
MICOS10-NBL1	MICOS10-NBL1 readthrough [Source:HGNC Symbol;Acc:HGNC:48338]	-0.3795033	
RARRES2	retinoic acid receptor responder 2 [Source:HGNC Symbol;Acc:HGNC:9868]	-0.3802133	
FHL2	four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]	-0.38038266	
DYNC2I1	dynein 2 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:21862]	-0.38046253	
DUSP1	dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]	-0.3810373	
LGMN	legumain [Source:HGNC Symbol;Acc:HGNC:9472]	-0.38108534	
DHX16	DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]	-0.38133222	
ACTA1	"actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"	-0.38165703	
TMEM163	transmembrane protein 163 [Source:HGNC Symbol;Acc:HGNC:25380]	-0.3819095	
GPX3	glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]	-0.3820861	
LAMC1	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]	-0.382124	
PDE4C	phosphodiesterase 4C [Source:HGNC Symbol;Acc:HGNC:8782]	-0.38251418	
ABI3BP	ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]	-0.38257697	
ELF3	E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]	-0.3826203	
SLC2A3	solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]	-0.3828655	
BHMT	betaine--homocysteine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:1047]	-0.38491043	
CXCL6	C-X-C motif chemokine ligand 6 [Source:HGNC Symbol;Acc:HGNC:10643]	-0.38564402	
CALCOCO2	calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:HGNC:29912]	-0.38600343	
LOX	lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]	-0.38622153	
COL1A1	collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]	-0.38649383	
GFAP	glial fibrillary acidic protein [Source:HGNC Symbol;Acc:HGNC:4235]	-0.38669077	
SERPINB9	serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]	-0.38740963	
MAP3K2	mitogen-activated protein kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6854]	-0.38765156	
IRGM	immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]	-0.3878959	
GADD45A	growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]	-0.38830358	
NRXN2	neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]	-0.38894117	
ACTC1	actin alpha cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143]	-0.3898942	
NID1	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]	-0.3925377	
FBP2	fructose-bisphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3607]	-0.39374784	
NAA80	"N-alpha-acetyltransferase 80, NatH catalytic subunit [Source:HGNC Symbol;Acc:HGNC:30252]"	-0.39415157	
TINAGL1	tubulointerstitial nephritis antigen like 1 [Source:HGNC Symbol;Acc:HGNC:19168]	-0.39478675	
FXYD3	FXYD domain containing ion transport regulator 3 [Source:HGNC Symbol;Acc:HGNC:4027]	-0.39546978	
PRSS27	serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]	-0.3959583	
ADM	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	-0.39596516	
CAMP	cathelicidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:1472]	-0.396221	
ARG1	arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]	-0.3976277	
TMEM119	transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]	-0.4000071	
MMP9	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]	-0.40021417	
NANOG	Nanog homeobox [Source:HGNC Symbol;Acc:HGNC:20857]	-0.4016156	
KRT18	keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]	-0.40186045	
PMEL	premelanosome protein [Source:HGNC Symbol;Acc:HGNC:10880]	-0.40350756	
MXRA8	matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]	-0.4041982	
IFI27	interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]	-0.40469283	
SOSTDC1	sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]	-0.40488002	
NOTUM	"notum, palmitoleoyl-protein carboxylesterase [Source:HGNC Symbol;Acc:HGNC:27106]"	-0.40571538	
ZBTB21	zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]	-0.40612933	
CXCL12	C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]	-0.4070647	
NUP62CL	nucleoporin 62 C-terminal like [Source:HGNC Symbol;Acc:HGNC:25960]	-0.4079643	
MYLPF	"myosin light chain, phosphorylatable, fast skeletal muscle [Source:HGNC Symbol;Acc:HGNC:29824]"	-0.40854847	
DAZL	deleted in azoospermia like [Source:HGNC Symbol;Acc:HGNC:2685]	-0.40967542	
PHLDA2	pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]	-0.41036525	
UTF1	undifferentiated embryonic cell transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12634]	-0.41092762	
COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]	-0.41126022	
C1QTNF3	C1q and TNF related 3 [Source:HGNC Symbol;Acc:HGNC:14326]	-0.4118417	
PLAC8	placenta associated 8 [Source:HGNC Symbol;Acc:HGNC:19254]	-0.4133249	
FBXO34	F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201]	-0.41423512	
REG3G	regenerating family member 3 gamma [Source:HGNC Symbol;Acc:HGNC:29595]	-0.414866	
CTHRC1	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]	-0.4151848	
TNMD	tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757]	-0.41561896	
TACSTD2	tumor associated calcium signal transducer 2 [Source:HGNC Symbol;Acc:HGNC:11530]	-0.41729096	
C1S	complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]	-0.418731	
MYL4	myosin light chain 4 [Source:HGNC Symbol;Acc:HGNC:7585]	-0.41927028	
IGFBP2	insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]	-0.41954002	
APOC1	apolipoprotein C1 [Source:HGNC Symbol;Acc:HGNC:607]	-0.41983718	
ISG15	ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]	-0.42159706	
ALPL	"alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]"	-0.4217272	
TH	tyrosine hydroxylase [Source:HGNC Symbol;Acc:HGNC:11782]	-0.42179412	
KHDC3L	"KH domain containing 3 like, subcortical maternal complex member [Source:HGNC Symbol;Acc:HGNC:33699]"	-0.42194125	
ASPA	aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]	-0.42665076	
FOLR1	folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]	-0.42704228	
COL12A1	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]	-0.4272134	
TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]	-0.42811075	
ESPN	espin [Source:HGNC Symbol;Acc:HGNC:13281]	-0.42862886	
DPPA3	developmental pluripotency associated 3 [Source:HGNC Symbol;Acc:HGNC:19199]	-0.42865357	
ICAM1	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]	-0.42986915	
AEBP1	AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]	-0.4306195	
PRSS8	serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]	-0.43261603	
TNFRSF9	TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]	-0.43367666	
USP18	ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616]	-0.43575191	
SFRP5	secreted frizzled related protein 5 [Source:HGNC Symbol;Acc:HGNC:10779]	-0.43607235	
NEAT1	nuclear paraspeckle assembly transcript 1 [Source:HGNC Symbol;Acc:HGNC:30815]	-0.4362978	
STEAP4	STEAP4 metalloreductase [Source:HGNC Symbol;Acc:HGNC:21923]	-0.4377699	
DPPA5	developmental pluripotency associated 5 [Source:HGNC Symbol;Acc:HGNC:19201]	-0.43848652	
COMP	cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:HGNC:2227]	-0.4394042	
TFPI	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]	-0.43959087	
TDGF1	teratocarcinoma-derived growth factor 1 [Source:HGNC Symbol;Acc:HGNC:11701]	-0.44048855	
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]	-0.44125175	
PMP22	peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]	-0.44469455	
CRLF1	cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]	-0.44671318	
THY1	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]	-0.44709802	
SERPINB6	serpin family B member 6 [Source:HGNC Symbol;Acc:HGNC:8950]	-0.44881794	
RCN3	reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145]	-0.44934863	
ELN	elastin [Source:HGNC Symbol;Acc:HGNC:3327]	-0.4497087	
NPL	N-acetylneuraminate pyruvate lyase [Source:HGNC Symbol;Acc:HGNC:16781]	-0.45106426	
RTP4	receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992]	-0.45406288	
LYPD3	LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24880]	-0.45456845	
CDKN1C	cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]	-0.45494467	
FXYD1	FXYD domain containing ion transport regulator 1 [Source:HGNC Symbol;Acc:HGNC:4025]	-0.45822805	
TULP1	TUB like protein 1 [Source:HGNC Symbol;Acc:HGNC:12423]	-0.45881826	
MFAP5	microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]	-0.4588228	
BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]	-0.45882598	
SERPINF1	serpin family F member 1 [Source:HGNC Symbol;Acc:HGNC:8824]	-0.45972544	
EDNRB	endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]	-0.4638629	
HTRA1	HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]	-0.46828732	
VNN1	vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705]	-0.46890596	
SPP1	secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]	-0.46908072	
TGFB3	transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]	-0.47118115	
MYLK	myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]	-0.47669837	
LMCD1	LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]	-0.4797866	
IGF2	insulin like growth factor 2 [Source:HGNC Symbol;Acc:HGNC:5466]	-0.481597	
ITGA11	integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]	-0.4828513	
RPL39L	ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]	-0.4840224	
RSPO1	R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]	-0.48612472	
SHISA4	shisa family member 4 [Source:HGNC Symbol;Acc:HGNC:27139]	-0.48920015	
MATN4	matrilin 4 [Source:HGNC Symbol;Acc:HGNC:6910]	-0.49133235	
TMEM140	transmembrane protein 140 [Source:HGNC Symbol;Acc:HGNC:21870]	-0.4917718	
SLC16A3	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]	-0.49303362	
SBSN	suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]	-0.49355608	
NKD1	NKD inhibitor of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:17045]	-0.4937125	
SOD3	superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]	-0.49680904	
CA2	carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]	-0.5008824	
MAGED2	MAGE family member D2 [Source:HGNC Symbol;Acc:HGNC:16353]	-0.50147164	
GATA2	GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]	-0.5016074	
SCN1B	sodium voltage-gated channel beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:10586]	-0.502333	
KLF2	Kruppel like factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]	-0.5057912	
CPXM1	"carboxypeptidase X, M14 family member 1 [Source:HGNC Symbol;Acc:HGNC:15771]"	-0.50944984	
MYO1C	myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]	-0.51022893	
DDIT3	DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]	-0.51043445	
SFRP4	secreted frizzled related protein 4 [Source:HGNC Symbol;Acc:HGNC:10778]	-0.5148093	
KRT7	keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]	-0.52243656	
BNIP3	BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]	-0.52705896	
DKKL1	dickkopf like acrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:16528]	-0.5319274	
ATP1B1	ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]	-0.5321085	
RBP4	retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922]	-0.5419747	
BAMBI	BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251]	-0.5455656	
PTGIS	prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]	-0.54828024	
MSX2	msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]	-0.54861164	
SLC5A5	solute carrier family 5 member 5 [Source:HGNC Symbol;Acc:HGNC:11040]	-0.56314325	
CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	-0.57776135	
CRISPLD2	cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]	-0.5791106	
MFGE8	milk fat globule EGF and factor V/VIII domain containing [Source:HGNC Symbol;Acc:HGNC:7036]	-0.5857419	
P4HA2	prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]	-0.59980214	
SGK1	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	-0.610833	
IGFBP4	insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]	-0.6599654	
PITX2	paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005]	-0.67478544	
COTL1	coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]	-0.70041525	
CTSB	cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]	-0.7038516	
CDA	cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]	-0.7195582	
